Cream Cheese Pound Cake I,https://www.allrecipes.com/recipe/7326/cream-cheese-pound-cake-i/,https://images.media-allrecipes.com/userphotos/560x315/1449318.jpg,"My children always loved this cake.  They are grown now, but when they come home they ask me to have "the cake" made.  It is an easy recipe.",541
Green Tomato Pie III,https://www.allrecipes.com/recipe/12617/green-tomato-pie-iii/,https://images.media-allrecipes.com/userphotos/560x315/3721321.jpg,"Tastes like the best apple pie you have ever had. Make people guess what it is! They will want another slice.",407
Rich and Simple French Onion Soup,https://www.allrecipes.com/recipe/13309/rich-and-simple-french-onion-soup/,https://images.media-allrecipes.com/userphotos/560x315/1081318.jpg,"We have been trying French onion soup in restaurants for years and my family and friends agree none can compare to my recipe for taste and simplicity of preparation.",585
Quick Creamy Zucchini Soup,https://www.allrecipes.com/recipe/234112/quick-creamy-zucchini-soup/,https://images.media-allrecipes.com/userphotos/560x315/1060935.jpg,"This is one of my favorite soups! It's my grandma's recipe that she just handed down to me this year in celebration of my garden producing enough zucchini for a small army! It's creamy and filling but mild. This soup can be frozen.",182
Country House Bed and Breakfast Casserole,https://www.allrecipes.com/recipe/24143/country-house-bed-and-breakfast-casserole/,https://images.media-allrecipes.com/userphotos/560x315/885833.jpg,"A delicious casserole that can be altered in many ways to change it from day to day. You may substitute bacon or sausage for the ham if you wish. Add peppers, onions, hash browns or anything else that suits your fancy.",358
Fiesta Slow Cooker Shredded Chicken Tacos,https://www.allrecipes.com/recipe/242342/fiesta-slow-cooker-shredded-chicken-tacos/,https://images.media-allrecipes.com/userphotos/560x315/2280317.jpg,"Quick, easy, and tasty!",71
Yummy Sweet Potato Casserole,https://www.allrecipes.com/recipe/21261/yummy-sweet-potato-casserole/,https://images.media-allrecipes.com/userphotos/560x315/4573472.jpg,"My family begs me to make this creamy baked dish every Thanksgiving and Christmas. What makes it so good is the pecan topping! Try it and I'm sure it will become your new tradition!",226
Creamy Asparagus and Cauliflower Soup,https://www.allrecipes.com/recipe/237846/creamy-asparagus-and-cauliflower-soup/,https://images.media-allrecipes.com/userphotos/560x315/4486082.jpg,"This delicious bowl of soup, despite being dairy-free, looks and feels pretty creamy. We have cauliflower to thank for that. The soup looks like a classic cream of asparagus, and your eyes will fool your palate to a certain extent. In addition to giving it a nice color, the bumpy superfood cauliflower provides a smoother texture to the soup than the less-starchy asparagus could achieve alone.",84
Southwestern Cauliflower and Ham Soup,https://www.allrecipes.com/recipe/25696/southwestern-cauliflower-and-ham-soup/,https://images.media-allrecipes.com/userphotos/560x315/5233469.jpg,"Serve hot with a slice of cheese bread.  Enjoy!",345
Sopapilla Cheesecake Pie,https://www.allrecipes.com/recipe/169305/sopapilla-cheesecake-pie/,https://images.media-allrecipes.com/userphotos/560x315/453301.jpg,"I make this to take to pot luck dinners and get rave reviews!  Easy to make, smells great while cooking and tastes wonderful!",481
"Bacon, Egg, and Cheese Breakfast Bombs",https://www.allrecipes.com/recipe/258039/bacon-egg-and-cheese-breakfast-bombs/,https://images.media-allrecipes.com/userphotos/560x315/5978113.jpg,"Cinnamon roll dough is stuffed with crispy bacon, scrambled eggs, and Cheddar cheese to make these family-friendly breakfast bombs.",622
Chicken Tortellini Soup With Zucchini and Tomatoes,https://www.allrecipes.com/recipe/76960/chicken-tortellini-soup-with-zucchini-and-tomatoes/,https://images.media-allrecipes.com/userphotos/560x315/4480329.jpg,"Beginning with my Fast Chicken Soup Base it is easy to knock hours off of the cooking time usually needed for homemade chicken soup and still end up with soup that tastes even better than the 'from scratch' method. With a little creativity you can easily make two varieties of these soul-satisfying meals.",117
Delicious Egg Salad for Sandwiches,https://www.allrecipes.com/recipe/147103/delicious-egg-salad-for-sandwiches/,https://images.media-allrecipes.com/userphotos/560x315/4537151.jpg,"This is a wonderful-tasting egg salad sandwich that you will definitely devour. It's really good on rye.",344
Baked Cider Doughnuts,https://www.allrecipes.com/recipe/33175/baked-cider-doughnuts/,https://images.media-allrecipes.com/userphotos/250x250/946821.jpg,"This recipe is for those donut pans that are advertised in some magazines.  They were an attempt to duplicate the delicious cider donuts that my husband and I had on vacation in New Hampshire.",137
Hungarian Mushroom Soup,https://www.allrecipes.com/recipe/17897/hungarian-mushroom-soup/,https://images.media-allrecipes.com/userphotos/560x315/8261.jpg,"My family loves soup and this is one of their favorites. It has lots of flavor and is fairly quick to make. It's primarily a mushroom soup but derives a lot of its flavor from other ingredients.",201
Thai Red Chicken Curry,https://www.allrecipes.com/recipe/85815/thai-red-chicken-curry/,https://images.media-allrecipes.com/userphotos/560x315/796526.jpg,"This is a quick and easy curry stir-fry made with chicken, zucchini, red bell pepper and carrot. Coconut milk and curry paste make an irresistible sauce. No need to go out to eat, as this dish is ready in about 20 minutes!",271
Smooth Cauliflower Soup,https://www.allrecipes.com/recipe/24416/smooth-cauliflower-soup/,https://images.media-allrecipes.com/userphotos/560x315/2367.jpg,"A great creamy-smooth soup for cold winter nights.  The thickness of the soup is determined by the proportions of cauliflower to water.  Because different sizes of cauliflower are out there, add water if soup comes out too thick.",44
Caldo de Res (Mexican Beef Soup),https://www.allrecipes.com/recipe/85055/caldo-de-res-mexican-beef-soup/,https://images.media-allrecipes.com/userphotos/560x315/5960367.jpg,"This is an extremely hearty and satisfying soup.  The hind shank flavors the broth beautifully as does the marrow in the bones. Garnish with slivered raw onion, lime juice, jalapenos, and more cilantro.",234
Quick and Easy Vegetable Soup,https://www.allrecipes.com/recipe/13338/quick-and-easy-vegetable-soup/,https://images.media-allrecipes.com/userphotos/560x315/5902259.jpg,"A low calorie, but filling, tomato-based vegetable soup.  I use fresh vegetables when in season, frozen or canned in winter.",116
Golden Potato Soup,https://www.allrecipes.com/recipe/13316/golden-potato-soup/,https://images.media-allrecipes.com/userphotos/560x315/3591534.jpg,"This is a thick, hearty soup.  Kids love this because of the cheesy flavor.",299
Perfect Fried Green Tomatoes,https://www.allrecipes.com/recipe/233122/perfect-fried-green-tomatoes/,https://images.media-allrecipes.com/userphotos/560x315/3814538.jpg,"I have been making fried green tomatoes for over 35 years, taught by my grandmother who is from down south. Over the years I have tried and made fried green tomato recipes and this is the one that is perfect. Cajun ranch sauce goes perfect with this crispy on the outside but smooth and creamy on the inside tomato.",443
Eggy Veggie Bake,https://www.allrecipes.com/recipe/83573/eggy-veggie-bake/,https://images.media-allrecipes.com/userphotos/250x250/827500.jpg,"Yummy dish that I created one night. You could add just about anything to it. Could be breakfast, lunch, or dinner! Warm, fresh, and dee-lish! I like mine with a dollop of sour cream and some slices of avocado.",175
Broccoli with Lemon Butter Sauce,https://www.allrecipes.com/recipe/88520/broccoli-with-lemon-butter-sauce/,https://images.media-allrecipes.com/userphotos/560x315/1100901.jpg,"A fast and zesty take on frozen broccoli. Can also use fresh broccoli. Great summer dish. Can be served hot or cold.",137
No Time to Cook Chicken,https://www.allrecipes.com/recipe/17607/no-time-to-cook-chicken/,https://images.media-allrecipes.com/userphotos/560x315/1102594.jpg,"Chicken, creamy soups, and sour cream in a slow cooker - cook all day, ready for you when you get home. Only 4 ingredients! Everyone loves this, a no hassle dinner good enough for company.",304
Cream of Fresh Asparagus Soup II,https://www.allrecipes.com/recipe/13114/cream-of-fresh-asparagus-soup-ii/,https://images.media-allrecipes.com/userphotos/560x315/3275447.jpg,"There's nothing like fresh asparagus when it's in season - take advantage!",196
Asparagus and Mozzarella Stuffed Chicken Breasts,https://www.allrecipes.com/recipe/213647/asparagus-and-mozzarella-stuffed-chicken-breasts/,https://images.media-allrecipes.com/userphotos/250x250/794053.jpg,"This dish is easy enough for a Tuesday, but looks pretty enough for company.  It has a really fresh flavor and goes great with roasted potatoes or rice.",390
Judy's Hearty Vegetable Minestrone Soup,https://www.allrecipes.com/recipe/234695/judys-hearty-vegetable-minestrone-soup/,https://images.media-allrecipes.com/userphotos/560x315/1930650.jpg,"Delicious vegetarian minestrone soup.",217
Chorizo Breakfast Tacos with Potato Hash and Eggs,https://www.allrecipes.com/recipe/261547/chorizo-breakfast-tacos-with-potato-hash-and-eggs/,https://images.media-allrecipes.com/userphotos/560x315/4520890.jpg,"Chorizo breakfast tacos with potato hash and eggs are ridiculously flavorful, quick, and easy. The perfect meal any time of day!",421
Quick Creamed Curried Corn ,https://www.allrecipes.com/recipe/234316/quick-creamed-curried-corn/,https://images.media-allrecipes.com/userphotos/560x315/1060198.jpg,"This is my new favorite corn side dish. You're going to be so shocked that without butter, without heavy cream, you're going to have a delicious corn side dish that's every bit as rich and decadent, and it's going to be significantly lower in calories.",98
Lemon-Buttermilk Pound Cake with Aunt Evelyn's Lemon Glaze,https://www.allrecipes.com/recipe/236915/lemon-buttermilk-pound-cake-with-aunt-evelyns-lemon-glaze/,https://images.media-allrecipes.com/userphotos/560x315/2054794.jpg,"My mother's blue-ribbon pound cake recipe. It always gets rave reviews.",630
Brilliant Sauteed Broccoli,https://www.allrecipes.com/recipe/138016/brilliant-sauteed-broccoli/,https://images.media-allrecipes.com/userphotos/560x315/1117117.jpg,"If you want a slightly original restaurant-quality broccoli at any point within three days, this is the recipe you want! This is also great for entertaining guests with a large amount of food, and you want to shave some time without looking like you cut corners. This recipe shows how you can shock your greens to stay brilliant, while making a presentation that says you really care about your food.",81
Chicken Cordon Bleu II,https://www.allrecipes.com/recipe/8669/chicken-cordon-bleu-ii/,https://images.media-allrecipes.com/userphotos/560x315/4535588.jpg,"'Cordon Bleu' is a French term, literally translated as 'blue ribbon', that originally referred to an award for culinary excellence given to women cooks! The term can now apply to any superior cook (yes, men too), and also to this dish (chicken, ham and Swiss cheese slices, breaded and sauteed). This yummy version adds paprika and a creamy white wine sauce worthy of its own blue ribbon. Two blue ribbon tastes in wedded bliss -- Chicken Cordon Bleu II!",584
Jamie's Minestrone,https://www.allrecipes.com/recipe/13333/jamies-minestrone/,https://images.media-allrecipes.com/userphotos/560x315/5283238.jpg,"I created this soup after becoming tired of the excess salt and lack of veggies in canned minestrone.  I recalled a great bowl of minestrone that was overflowing with rich vegetables at the 'Sheepherder's Inn' in Sacramento, California.  Great with a hearty bread, romaine salad and a nice Merlot!",227
Shrimp and Cheesy Grits with Bacon,https://www.allrecipes.com/recipe/220903/shrimp-and-cheesy-grits-with-bacon/,https://images.media-allrecipes.com/userphotos/560x315/2468310.jpg,"Lowcountry style shrimp and grits at its best!",508
Cheesiest Potato Soup,https://www.allrecipes.com/recipe/25732/cheesiest-potato-soup/,https://images.media-allrecipes.com/userphotos/560x315/2631567.jpg,"Cream and sharp Cheddar are added to pureed potatoes and the soup is seasoned with dill and cayenne for a creamy, thick meal.",366
Country Sunday Breakfast Casserole,https://www.allrecipes.com/recipe/230966/country-sunday-breakfast-casserole/,https://images.media-allrecipes.com/userphotos/560x315/1539295.jpg,"A one-dish casserole with all of your Sunday morning favorites.",377
Spicy Black Bean Vegetable Soup,https://www.allrecipes.com/recipe/12999/spicy-black-bean-vegetable-soup/,https://images.media-allrecipes.com/userphotos/560x315/1046805.jpg,"Half of the black beans in this spicy soup are pureed with tomatoes, the other half are simmered with carrots, onion and kernels of corn.",164
Chicken Makhani (Indian Butter Chicken),https://www.allrecipes.com/recipe/45957/chicken-makhani-indian-butter-chicken/,https://images.media-allrecipes.com/userphotos/560x315/1116370.jpg,"Chicken Makhani is one of my favorite Indian dishes. It is a full flavored dish that complements the chicken well. It can be made as mild or spicy as you wish by adjusting the cayenne. Serve with basmati rice and naan bread.",408
Summer Zucchini Stew,https://www.allrecipes.com/recipe/52357/summer-zucchini-stew/,https://images.media-allrecipes.com/userphotos/560x315/998851.jpg,"A wonderful, tasty summer stew. My mom always made this for us in the summer - I loved it then and I love it now! Serve topped with freshly grated Parmesan or Romano cheese.",381
Pad Kee Mow (Drunkard's Noodles),https://www.allrecipes.com/recipe/220443/pad-kee-mow-drunkards-noodles/,https://images.media-allrecipes.com/userphotos/560x315/860032.jpg,"Pad Kee Mow, or Drunkard's Noodles, is a popular Thai dish. It is my personal favorite when visiting any Thai restaurant. It is made differently by every cook. My girlfriend and I experimented to come up with this version. Feel free to make alterations to suit your own taste! Many ingredients (Thai basil, fish sauce, palm sugar, etc.) may be difficult to find in a regular supermarket, but you can most likely find them in an Asian market.",301
Chef John's Fried Green Tomatoes ,https://www.allrecipes.com/recipe/233658/chef-johns-fried-green-tomatoes/,https://images.media-allrecipes.com/userphotos/560x315/3664748.jpg,"Fried green tomatoes are a southern American classic. Such an easy recipe! Serve with a little dollop of spicy remoulade sauce (which is Southern for tartar sauce). Oh yeah.",514
Strawberry Bread,https://www.allrecipes.com/recipe/9353/strawberry-bread/,https://images.media-allrecipes.com/userphotos/560x315/836956.jpg,"This is wonderful hot or cold, for breakfast or as a dessert. A definite family favorite!",281
Slow Cooker Buffalo Chicken Sandwiches,https://www.allrecipes.com/recipe/176132/slow-cooker-buffalo-chicken-sandwiches/,https://images.media-allrecipes.com/userphotos/560x315/494608.jpg,"This is a spicy, hearty sandwich that will please those who love buffalo chicken wings. This recipe is perfect for those days spent watching football. I like to top these with blue cheese or ranch dressing.",578
Creamy Au Gratin Potatoes,https://www.allrecipes.com/recipe/15925/creamy-au-gratin-potatoes/,https://images.media-allrecipes.com/userphotos/560x315/738814.jpg,"This is my husband's favorite dish, and he considers it a special occasion every time I make it. The creamy cheese sauce and the tender potatoes in this classic French dish combine to make a deliciously addictive experience. It's a great side dish with a roast pork loin or beef tenderloin. Add a green salad and French bread, and you have found the magic path to a man's heart. To avoid lumps in your sauce, add the milk just a little at a time as you stir the flour and butter. Experiment with different cheeses for variety.",499
Cheesy Grilled Broccoli,https://www.allrecipes.com/recipe/266397/cheesy-grilled-broccoli/,https://images.media-allrecipes.com/userphotos/560x315/5533756.jpg,"During grilling season, don't forget the veggies! Grilling veggies provides a whole new dimension and depth of flavor.  Wow your guests with this easy-to-make recipe.",125
Roasted Garlic Lemon Broccoli,https://www.allrecipes.com/recipe/144346/roasted-garlic-lemon-broccoli/,https://images.media-allrecipes.com/userphotos/560x315/549154.jpg,"I was looking for a unique way to prepare broccoli and decided to give this a try! Florets are roasted after being tossed in olive oil and sprinkled with sea salt, freshly ground black pepper, and minced garlic. A squeeze of lemon juice before serving seals the deal.",49
Mom's Zucchini Bread,https://www.allrecipes.com/recipe/6698/moms-zucchini-bread/,https://images.media-allrecipes.com/userphotos/560x315/1037957.jpg,"Really, really good and moist- my kids eat it as quickly as I can make it.  Bread will freeze well, and keep in refrigerator for weeks.",255
Old Charleston Style Shrimp and Grits,https://www.allrecipes.com/recipe/220895/old-charleston-style-shrimp-and-grits/,https://images.media-allrecipes.com/userphotos/560x315/1046567.jpg,"Great recipe for shrimp and grits.",618
Strawberry Spinach Salad I,https://www.allrecipes.com/recipe/14276/strawberry-spinach-salad-i/,https://images.media-allrecipes.com/userphotos/560x315/4539063.jpg,"Someone brought this salad to a pot luck dinner and I had to have the recipe. I have made it many, many times since then and I have been asked for the recipe every time I bring it somewhere. It is also a great way to get kids to eat spinach!",491
White Bean Chicken Chili,https://www.allrecipes.com/recipe/13010/white-bean-chicken-chili/,https://images.media-allrecipes.com/userphotos/560x315/2568455.jpg,"This recipe was passed down from a friend, and now it is one of our favorites!  It's great to make whenever there is left over chicken or turkey around!  We pray for colder weather in California just so we can make this soup!  You can substitute additional diced tomatoes for the tomatillos. If you would like the soup to be spicier, you can add some red chili flakes or salsa. Serve with these toppings for people to choose from: limes, cilantro,  cheese, avocado, sour cream, and tortilla chips.",220
Scones,https://www.allrecipes.com/recipe/20175/scones/,https://images.media-allrecipes.com/userphotos/560x315/5614372.jpg,"This is a very simple recipe for scones. You can customize them by adding dried fruit or nuts. Half and half can also be substituted for milk if you wish.",397
Tortellini Minestrone Soup,https://www.allrecipes.com/recipe/233756/tortellini-minestrone-soup/,https://images.media-allrecipes.com/userphotos/560x315/1120312.jpg,"Good soup for cold day.",415
Fire and Ice Smoked Salmon,https://www.allrecipes.com/recipe/217779/fire-and-ice-smoked-salmon/,https://images.media-allrecipes.com/userphotos/560x315/2275687.jpg,"You will love this smoked salmon.  Has a bite, but is delicious. Came from a famous seafood restaurant in Phoenix.",396
Winter Green Salad,https://www.allrecipes.com/recipe/230766/winter-green-salad/,https://images.media-allrecipes.com/userphotos/560x315/4581949.jpg,"People tend to forget to eat salads and other raw foods in the cold weather. This salad is a good way to get your greens by combining somewhat heartier salad textures. I find that this salad is filling enough to be a main course, with a bit of bread or some rice cakes on the side. It will also work as an appetizer in a smaller serving.",421
Fluffy French Toast,https://www.allrecipes.com/recipe/16895/fluffy-french-toast/,https://images.media-allrecipes.com/userphotos/560x315/2049275.jpg,"This French toast recipe is different because it uses flour. I have given it to some friends and they've all liked it better than the French toast they usually make!",123
Hash Brown Casserole II,https://www.allrecipes.com/recipe/18511/hash-brown-casserole-ii/,https://images.media-allrecipes.com/userphotos/560x315/1060127.jpg,"Cheesy and delicious, this hash brown casserole has a crunchy topping.",321
Baja-Style Fish Tacos,https://www.allrecipes.com/recipe/79414/baja-style-fish-tacos/,https://images.media-allrecipes.com/userphotos/250x250/660035.jpg,"These fish tacos have a delicious tequila-lime-chili flavor and are topped with a crunchy ranchero coleslaw. They are very easy to make. Optional toppings can include black beans, jalapeno peppers, diced tomato, julienned carrots, and green onions.",489
Easy Pancakes,https://www.allrecipes.com/recipe/45396/easy-pancakes/,https://images.media-allrecipes.com/userphotos/560x315/2361199.jpg,"This recipe doesn't require much thought early in the morning, and tastes great!",247
Fresh Tomato Salsa,https://www.allrecipes.com/recipe/14088/fresh-tomato-salsa/,https://images.media-allrecipes.com/userphotos/560x315/797844.jpg,"This is a delicious homemade salsa.",51
Waffles I,https://www.allrecipes.com/recipe/22180/waffles-i/,https://images.media-allrecipes.com/userphotos/560x315/3875444.jpg,"You can keep the batter covered in the fridge for up to a week. Just be sure to whisk well before using again. You may also use whole wheat flour for this recipe.",382
Thai Sweet Sticky Rice With Mango (Khao Neeo Mamuang),https://www.allrecipes.com/recipe/150313/thai-sweet-sticky-rice-with-mango-khao-neeo-mamuang/,https://images.media-allrecipes.com/userphotos/560x315/4507196.jpg,"This wonderful and authentic-tasting Thai dessert is as good, if not better, than any sweet sticky rice with Mango available in Thai restaurants.",817
Stir-Fried Kale and Broccoli Florets,https://www.allrecipes.com/recipe/87822/stir-fried-kale-and-broccoli-florets/,https://images.media-allrecipes.com/userphotos/250x250/18782.jpg,"A delicious, satisfying, low-calorie side dish for those who are dieting and can do without rice or potatoes.",114
Cream of Cauliflower Soup II,https://www.allrecipes.com/recipe/25694/cream-of-cauliflower-soup-ii/,https://images.media-allrecipes.com/userphotos/560x315/46032.jpg,"I make lots of cream soups and this is a good 'basic' recipe. I originally made this in 1990 and always make some modifications - we like lots of garlic as reflected in this recipe!! I also add or substitute other vegetables, i.e., broccoli and spinach. I also use potatoes for thickening rather than cream to keep the fat down.",194
Lentil Salad with a Persian Twist,https://www.allrecipes.com/recipe/223575/lentil-salad-with-a-persian-twist/,https://images.media-allrecipes.com/userphotos/560x315/972169.jpg,"A refreshing salad made with diced vegetables and lentils, perfect for a side dish or on its own. To add more freshness, add chopped mint to the salad.",159
Buffalo Chicken Skillet,https://www.allrecipes.com/recipe/245763/buffalo-chicken-skillet/,https://images.media-allrecipes.com/userphotos/560x315/5455182.jpg,"Both simple and amazing, this is a family favorite!",509
Bacon for the Family or a Crowd,https://www.allrecipes.com/recipe/158727/bacon-for-the-family-or-a-crowd/,https://images.media-allrecipes.com/userphotos/560x315/666312.jpg,"This is the way to get crisp bacon without having to constantly turn it, watch over it, or get burnt by splatters of grease. It 'fries' up flat and doesn't curl, which looks great beside a breakfast plate of eggs, and makes BLT sandwiches much easier. Very nice when feeding a family or crowd.",203
Honey Roasted Red Potatoes,https://www.allrecipes.com/recipe/18293/honey-roasted-red-potatoes/,https://images.media-allrecipes.com/userphotos/560x315/890403.jpg,"These slightly sweet potatoes are perfect with most entrees.",156
Broccoli with Garlic Butter and Cashews,https://www.allrecipes.com/recipe/86687/broccoli-with-garlic-butter-and-cashews/,https://images.media-allrecipes.com/userphotos/560x315/814892.jpg,"A new recipe a neighbor gave us. What a hit with my family. Just the right mixture of garlic and cashews with our favorite side dish, broccoli. And, so very easy to make!! If in a pinch, you could probably use frozen broccoli too, but I haven't tried.",187
Spicy Fried Green Tomatoes,https://www.allrecipes.com/recipe/87990/spicy-fried-green-tomatoes/,https://images.media-allrecipes.com/userphotos/250x250/40291.jpg,"A quick snack or appetizer during the hot summer months. Old time family recipe. If you like fried zucchini you will like this.",207
Apple-Raisin French Toast Casserole,https://www.allrecipes.com/recipe/45620/apple-raisin-french-toast-casserole/,https://images.media-allrecipes.com/userphotos/560x315/1449378.jpg,"This is a delicious breakfast dish that my mother likes to prepare for Christmas breakfast.  It is easy to prepare, and sets overnight, so in the morning you just put it in the oven and enjoy.",341
Baked Dijon Salmon,https://www.allrecipes.com/recipe/21176/baked-dijon-salmon/,https://images.media-allrecipes.com/userphotos/560x315/877476.jpg,"This is a wonderful way to prepare fresh salmon fillets in the oven. Be sure to make extra, your family will be begging for more!",422
Broccoli in Roast Chicken Drippings,https://www.allrecipes.com/recipe/98544/broccoli-in-roast-chicken-drippings/,https://images.media-allrecipes.com/userphotos/560x315/1019848.jpg,"Split breast chicken roasted with my favorite seasonings blend, taken out of the oven to rest.  In its place, fresh broccoli spears and sliced garlic roasted until tender.  Pure laziness, pure genius.",143
Creamy Ham and Cheese Quiche,https://www.allrecipes.com/recipe/creamy-ham-and-cheese-quiche/,https://images.media-allrecipes.com/userphotos/560x315/2134337.jpg,"This quiche is creamy, simple, and delicious!",327
Delicious Ham and Potato Soup,https://www.allrecipes.com/recipe/56927/delicious-ham-and-potato-soup/,https://images.media-allrecipes.com/userphotos/560x315/962656.jpg,"This is a delicious recipe for ham and potato soup that a friend gave to me. It is very easy and the great thing about it is that you can add additional ingredients, more ham, potatoes, etc and it still turns out great.",195
